Today''s Date,3/22/20,Date of Test:,3/9/20,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\GS-211-146B.040,Procedure,GS-211-146B.000,,SCap,1
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES
1,0,1,0,0,0,0,0,1.38,0,0
2,0,1,0,0.016666667,0,0,0,1.38,0,1
3,0,1,0,0.033333333,0,0,0,1.38,0,1
4,0,1,0,0.05,0,0,0,1.38,0,1
5,0,1,0,0.066666667,0,0,0,1.38,0,1
6,0,1,0,0.083333333,0,0,0,1.38,0,1
7,0,1,0,0.1,0,0,0,1.38,0,1
8,0,1,0,0.116666667,0,0,0,1.38,0,1
9,0,1,0,0.133333333,0,0,0,1.38,0,1
10,0,1,0,0.15,0,0,0,1.38,0,1
11,0,1,0,0.166666667,0,0,0,1.38,0,1
12,0,1,0,0.183333333,0,0,0,1.38,0,1
13,0,1,0,0.2,0,0,0,1.38,0,1
14,0,1,0,0.216666667,0,0,0,1.38,0,1
15,0,1,0,0.233333333,0,0,0,1.38,0,1
16,0,1,0,0.25,0,0,0,1.38,0,1
17,0,1,0,0.266666667,0,0,0,1.37,0,1
18,0,1,0,0.283333333,0,0,0,1.37,0,1
19,0,1,0,0.3,0,0,0,1.37,0,1
20,0,1,0,0.316666667,0,0,0,1.37,0,1
21,0,1,0,0.333333333,0,0,0,1.37,0,1
22,0,1,0,0.35,0,0,0,1.37,0,1
23,0,1,0,0.366666667,0,0,0,1.37,0,1
24,0,1,0,0.383333333,0,0,0,1.37,0,1
25,0,1,0,0.4,0,0,0,1.37,0,1
26,0,1,0,0.416666667,0,0,0,1.37,0,1
27,0,1,0,0.433333333,0,0,0,1.37,0,1
28,0,1,0,0.45,0,0,0,1.37,0,1
29,0,1,0,0.466666667,0,0,0,1.37,0,1
30,0,1,0,0.483333333,0,0,0,1.37,0,1
31,0,1,1,0.5,0,0,0,1.37,0,129
32,0,3,1,0.000008333,0,0,0.24,1.33,0,0
33,0,3,1,0.00065,0,0,0.24,1.32,0,5
34,0,3,1,0.003638889,0,0,0.24,1.31,0,5
35,0,3,1,0.008158333,0,0,0.24,1.3,0,5
36,0,3,1,0.013913889,0,0,0.24,1.29,0,5
37,0,3,1,0.020066667,0,0,0.24,1.28,0,5
38,0,3,1,0.026211111,0.01,0,0.24,1.27,0,5
39,0,3,1,0.032641667,0.01,0,0.24,1.26,0,5
40,0,3,1,0.039141667,0.01,0,0.24,1.25,0,5
41,0,3,1,0.046005556,0.01,0,0.24,1.24,0,5
42,0,3,1,0.053144444,0.01,0,0.24,1.23,0,5
43,0,3,1,0.060688889,0.01,0,0.24,1.22,0,5
44,0,3,1,0.068916667,0.02,0,0.24,1.21,0,5
45,0,3,1,0.077830556,0.02,0,0.24,1.2,0,5
46,0,3,1,0.087455556,0.02,0,0.24,1.19,0,5
47,0,3,1,0.098122222,0.02,0,0.24,1.18,0,5
48,0,3,1,0.109530556,0.03,0,0.24,1.17,0,5
49,0,3,1,0.122066667,0.03,0,0.24,1.16,0,5
50,0,3,1,0.135561111,0.03,0,0.24,1.15,0,5
51,0,3,1,0.150583333,0.04,0,0.24,1.14,0,5
52,0,3,1,0.165811111,0.04,0,0.24,1.13,0,5
53,0,3,1,0.182880556,0.04,0,0.24,1.12,0,5
54,0,3,1,0.200358333,0.05,0,0.24,1.11,0,5
55,0,3,1,0.217983333,0.05,0,0.24,1.1,0,5
56,0,3,1,0.235761111,0.06,0,0.24,1.09,0,5
57,0,3,1,0.25385,0.06,0,0.24,1.08,0,5
58,0,3,1,0.271994444,0.07,0,0.24,1.07,0,5
59,0,3,1,0.290925,0.07,0,0.24,1.06,0,5
60,0,3,1,0.309655556,0.07,0,0.24,1.05,0,5
61,0,3,1,0.3292,0.08,0,0.24,1.04,0,5
62,0,3,1,0.349480556,0.08,0,0.24,1.03,0,5
63,0,3,1,0.370577778,0.09,0,0.24,1.02,0,5
64,0,3,1,0.394227778,0.09,0,0.24,1.01,0,5
65,0,3,1,0.421363889,0.1,0,0.24,1,0,5
66,0,3,1,0.452605556,0.11,0,0.24,0.99,0,5
67,0,3,1,0.485938889,0.12,0,0.24,0.98,0,1
68,0,3,1,0.519272222,0.12,0,0.24,0.97,0,1
69,0,3,1,0.552605556,0.13,0,0.24,0.96,0,1
70,0,3,1,0.585938889,0.14,0,0.24,0.95,0,1
71,0,3,1,0.619272222,0.15,0,0.24,0.94,0,1
72,0,3,1,0.652605556,0.16,0,0.24,0.93,0,1
73,0,3,1,0.685938889,0.16,0,0.24,0.92,0,1
74,0,3,1,0.719272222,0.17,0,0.24,0.92,0,1
75,0,3,1,0.752605556,0.18,0,0.24,0.91,0,1
76,0,3,1,0.785938889,0.19,0,0.24,0.91,0,1
77,0,3,1,0.819272222,0.2,0,0.24,0.91,0,1
78,0,3,1,0.852605556,0.2,0,0.24,0.9,0,1
79,0,3,1,0.885938889,0.21,0,0.24,0.9,0,1
80,0,3,1,0.919272222,0.22,0,0.24,0.89,0,1
81,0,3,1,0.952605556,0.23,0,0.24,0.89,0,1
82,0,3,1,0.985938889,0.24,0,0.24,0.89,0,1
83,0,3,2,1.019272222,0.24,0,0.24,0.88,0,1
84,0,3,2,1.052605556,0.25,0,0.24,0.88,0,1
85,0,3,2,1.085938889,0.26,0,0.24,0.88,0,1
86,0,3,2,1.119272222,0.27,0,0.24,0.88,0,1
87,0,3,2,1.152605556,0.28,0,0.24,0.87,0,1
88,0,3,2,1.185938889,0.28,0,0.24,0.87,0,1
89,0,3,2,1.219272222,0.29,0,0.24,0.87,0,1
90,0,3,2,1.252605556,0.3,0,0.24,0.87,0,1
91,0,3,2,1.285938889,0.31,0,0.24,0.86,0,1
92,0,3,2,1.319272222,0.32,0,0.24,0.86,0,1
93,0,3,2,1.352605556,0.32,0,0.24,0.86,0,1
94,0,3,2,1.385938889,0.33,0,0.24,0.86,0,1
95,0,3,2,1.419272222,0.34,0,0.24,0.86,0,1
96,0,3,2,1.452605556,0.35,0,0.24,0.86,0,1
97,0,3,2,1.485938889,0.36,0,0.24,0.85,0,1
98,0,3,2,1.519272222,0.36,0,0.24,0.85,0,1
99,0,3,2,1.552605556,0.37,0,0.24,0.85,0,1
100,0,3,2,1.585938889,0.38,0,0.24,0.85,0,1
101,0,3,2,1.619272222,0.39,0,0.24,0.85,0,1
102,0,3,2,1.652605556,0.4,0,0.24,0.85,0,1
103,0,3,2,1.685938889,0.4,0,0.24,0.84,0,1
104,0,3,2,1.719272222,0.41,0,0.24,0.84,0,1
105,0,3,2,1.752605556,0.42,0,0.24,0.84,0,1
106,0,3,2,1.785938889,0.43,0,0.24,0.84,0,1
107,0,3,2,1.819272222,0.44,0,0.24,0.84,0,1
108,0,3,2,1.852605556,0.44,0,0.24,0.84,0,1
109,0,3,2,1.885938889,0.45,0,0.24,0.84,0,1
110,0,3,2,1.919272222,0.46,0,0.24,0.83,0,1
111,0,3,2,1.952605556,0.47,0,0.24,0.83,0,1
112,0,3,2,1.985938889,0.48,0,0.24,0.83,0,1
113,0,3,3,2.019272222,0.48,0,0.24,0.83,0,1
114,0,3,3,2.052605556,0.49,0,0.24,0.83,0,1
115,0,3,3,2.085938889,0.5,0,0.24,0.83,0,1
116,0,3,3,2.119272222,0.51,0,0.24,0.82,0,1
117,0,3,3,2.152605556,0.52,0,0.24,0.82,0,1
118,0,3,3,2.185938889,0.52,0,0.24,0.82,0,1
119,0,3,3,2.219272222,0.53,0,0.24,0.82,0,1
120,0,3,3,2.252605556,0.54,0,0.24,0.82,0,1
121,0,3,3,2.285938889,0.55,0,0.24,0.82,0,1
122,0,3,3,2.319272222,0.56,0,0.24,0.81,0,1
123,0,3,3,2.352605556,0.56,0,0.24,0.81,0,1
124,0,3,3,2.385938889,0.57,0,0.24,0.81,0,1
125,0,3,3,2.419272222,0.58,0,0.24,0.81,0,1
126,0,3,3,2.452605556,0.59,0,0.24,0.81,0,1
127,0,3,3,2.485938889,0.6,0,0.24,0.81,0,1
128,0,3,3,2.519272222,0.6,0,0.24,0.8,0,1
129,0,3,3,2.552605556,0.61,0,0.24,0.8,0,1
130,0,3,3,2.585938889,0.62,0,0.24,0.8,0,1
131,0,3,3,2.619272222,0.63,0,0.24,0.8,0,1
132,0,3,3,2.652605556,0.64,0,0.24,0.8,0,1
133,0,3,3,2.685938889,0.64,0,0.24,0.79,0,1
134,0,3,3,2.719272222,0.65,0,0.24,0.79,0,1
135,0,3,3,2.752605556,0.66,0,0.24,0.79,0,1
136,0,3,3,2.785938889,0.67,0,0.24,0.79,0,1
137,0,3,3,2.819272222,0.68,0,0.24,0.78,0,1
138,0,3,3,2.852605556,0.68,0,0.24,0.78,0,1
139,0,3,3,2.885938889,0.69,0,0.24,0.78,0,1
140,0,3,3,2.919272222,0.7,0,0.24,0.78,0,1
141,0,3,3,2.952605556,0.71,0,0.24,0.77,0,1
142,0,3,3,2.985938889,0.72,0,0.24,0.77,0,1
143,0,3,4,3.019272222,0.72,0,0.24,0.77,0,1
144,0,3,4,3.052605556,0.73,0,0.24,0.77,0,1
145,0,3,4,3.085938889,0.74,0,0.24,0.76,0,1
146,0,3,4,3.119272222,0.75,0,0.24,0.76,0,1
147,0,3,4,3.152605556,0.76,0,0.24,0.76,0,1
148,0,3,4,3.185938889,0.76,0,0.24,0.76,0,1
149,0,3,4,3.219272222,0.77,0,0.24,0.75,0,1
150,0,3,4,3.252605556,0.78,0,0.24,0.75,0,1
151,0,3,4,3.285938889,0.79,0,0.24,0.75,0,1
152,0,3,4,3.319272222,0.8,0,0.24,0.74,0,1
153,0,3,4,3.352605556,0.8,0,0.24,0.74,0,1
154,0,3,4,3.385938889,0.81,0,0.24,0.74,0,1
155,0,3,4,3.419272222,0.82,0,0.24,0.73,0,1
156,0,3,4,3.452605556,0.83,0,0.24,0.73,0,1
157,0,3,4,3.485938889,0.84,0,0.24,0.72,0,1
158,0,3,4,3.519272222,0.84,0,0.24,0.72,0,1
159,0,3,4,3.552605556,0.85,0,0.24,0.72,0,1
160,0,3,4,3.585938889,0.86,0,0.24,0.71,0,1
161,0,3,4,3.619272222,0.87,0,0.24,0.71,0,1
162,0,3,4,3.652605556,0.88,0,0.24,0.71,0,1
163,0,3,4,3.685938889,0.88,0,0.24,0.7,0,1
164,0,3,4,3.719272222,0.89,0,0.24,0.7,0,1
165,0,3,4,3.752605556,0.9,0,0.24,0.69,0,1
166,0,3,4,3.785938889,0.91,0,0.24,0.69,0,1
167,0,3,4,3.819272222,0.92,0,0.24,0.69,0,1
168,0,3,4,3.852605556,0.92,0,0.24,0.68,0,1
169,0,3,4,3.885938889,0.93,0,0.24,0.68,0,1
170,0,3,4,3.919272222,0.94,0,0.24,0.68,0,1
171,0,3,4,3.952605556,0.95,0,0.24,0.67,0,1
172,0,3,4,3.985938889,0.96,0,0.24,0.67,0,1
173,0,3,5,4.019272222,0.96,0,0.24,0.67,0,1
174,0,3,5,4.052605556,0.97,0,0.24,0.66,0,1
175,0,3,5,4.085938889,0.98,0,0.24,0.66,0,1
176,0,3,5,4.119272222,0.99,0,0.24,0.66,0,1
177,0,3,5,4.152605556,1,0,0.24,0.65,0,1
178,0,3,5,4.185938889,1,0,0.24,0.65,0,1
179,0,3,5,4.219272222,1.01,0,0.24,0.65,0,1
180,0,3,5,4.252605556,1.02,0,0.24,0.65,0,1
181,0,3,5,4.285938889,1.03,0,0.24,0.64,0,1
182,0,3,5,4.319272222,1.04,0,0.24,0.64,0,1
183,0,3,5,4.352605556,1.04,0,0.24,0.64,0,1
184,0,3,5,4.385938889,1.05,0,0.24,0.64,0,1
185,0,3,5,4.419272222,1.06,0,0.24,0.63,0,1
186,0,3,5,4.452605556,1.07,0,0.24,0.63,0,1
187,0,3,5,4.485938889,1.08,0,0.24,0.63,0,1
188,0,3,5,4.519272222,1.08,0,0.24,0.63,0,1
189,0,3,5,4.552605556,1.09,0,0.24,0.62,0,1
190,0,3,5,4.585938889,1.1,0,0.24,0.62,0,1
191,0,3,5,4.619272222,1.11,0,0.24,0.62,0,1
192,0,3,5,4.652605556,1.12,0,0.24,0.62,0,1
193,0,3,5,4.685938889,1.12,0,0.24,0.62,0,1
194,0,3,5,4.719272222,1.13,0,0.24,0.61,0,1
195,0,3,5,4.752605556,1.14,0,0.24,0.61,0,1
196,0,3,5,4.785938889,1.15,0,0.24,0.61,0,1
197,0,3,5,4.819272222,1.16,0,0.24,0.61,0,1
198,0,3,5,4.852605556,1.16,0,0.24,0.6,0,1
199,0,3,5,4.885938889,1.17,0,0.24,0.6,0,1
200,0,3,5,4.919272222,1.18,0,0.24,0.6,0,1
201,0,3,5,4.952605556,1.19,0,0.24,0.6,0,1
202,0,3,5,4.985938889,1.2,0,0.24,0.6,0,1
203,0,3,6,5.019272222,1.2,0,0.24,0.59,0,1
204,0,3,6,5.052605556,1.21,0,0.24,0.59,0,1
205,0,3,6,5.085938889,1.22,0,0.24,0.59,0,1
206,0,3,6,5.119272222,1.23,0,0.24,0.59,0,1
207,0,3,6,5.152605556,1.24,0,0.24,0.59,0,1
208,0,3,6,5.185938889,1.24,0,0.24,0.59,0,1
209,0,3,6,5.219272222,1.25,0,0.24,0.58,0,1
210,0,3,6,5.252605556,1.26,0,0.24,0.58,0,1
211,0,3,6,5.285938889,1.27,0,0.24,0.58,0,1
212,0,3,6,5.319272222,1.28,0,0.24,0.58,0,1
213,0,3,6,5.352605556,1.28,0,0.24,0.58,0,1
214,0,3,6,5.385938889,1.29,0,0.24,0.58,0,1
215,0,3,6,5.419272222,1.3,0,0.24,0.57,0,1
216,0,3,6,5.452605556,1.31,0,0.24,0.57,0,1
217,0,3,6,5.485938889,1.32,0,0.24,0.57,0,1
218,0,3,6,5.519272222,1.32,0,0.24,0.57,0,1
219,0,3,6,5.552605556,1.33,0,0.24,0.57,0,1
220,0,3,6,5.585938889,1.34,0,0.24,0.57,0,1
221,0,3,6,5.619272222,1.35,0,0.24,0.56,0,1
222,0,3,6,5.652605556,1.36,0,0.24,0.56,0,1
223,0,3,6,5.685938889,1.36,0,0.24,0.56,0,1
224,0,3,6,5.719272222,1.37,0,0.24,0.56,0,1
225,0,3,6,5.752605556,1.38,0,0.24,0.56,0,1
226,0,3,6,5.785938889,1.39,0,0.24,0.55,0,1
227,0,3,6,5.819272222,1.4,0,0.24,0.55,0,1
228,0,3,6,5.852605556,1.4,0,0.24,0.55,0,1
229,0,3,6,5.885938889,1.41,0,0.24,0.55,0,1
230,0,3,6,5.919272222,1.42,0,0.24,0.55,0,1
231,0,3,6,5.952605556,1.43,0,0.24,0.54,0,1
232,0,3,6,5.985938889,1.44,0,0.24,0.54,0,1
233,0,3,7,6.019272222,1.44,0,0.24,0.54,0,1
234,0,3,7,6.052605556,1.45,0,0.24,0.54,0,1
235,0,3,7,6.085938889,1.46,0,0.24,0.53,0,1
236,0,3,7,6.119272222,1.47,0,0.24,0.53,0,1
237,0,3,7,6.152605556,1.48,0,0.24,0.53,0,1
238,0,3,7,6.185938889,1.48,0,0.24,0.52,0,1
239,0,3,7,6.219272222,1.49,0,0.24,0.52,0,1
240,0,3,7,6.252605556,1.5,0,0.24,0.52,0,1
241,0,3,7,6.285938889,1.51,0,0.24,0.51,0,1
242,0,3,7,6.319272222,1.52,0,0.24,0.51,0,1
243,0,3,7,6.352605556,1.52,0,0.24,0.5,0,1
244,0,3,7,6.385938889,1.53,0,0.24,0.5,0,1
245,0,3,7,6.419272222,1.54,0,0.24,0.49,0,1
246,0,3,7,6.452605556,1.55,0,0.24,0.49,0,1
247,0,3,7,6.485938889,1.56,0,0.24,0.48,0,1
248,0,3,7,6.519272222,1.56,0,0.24,0.48,0,1
249,0,3,7,6.552605556,1.57,0,0.24,0.47,0,1
250,0,3,7,6.585938889,1.58,0,0.24,0.46,0,1
251,0,3,7,6.619272222,1.59,0,0.24,0.45,0,1
252,0,3,7,6.649086111,1.6,0,0.24,0.44,0,5
253,0,3,7,6.674858333,1.6,0,0.24,0.43,0,5
254,0,3,7,6.697122222,1.61,0,0.24,0.42,0,5
255,0,3,7,6.715947222,1.61,0,0.24,0.41,0,5
256,0,3,7,6.730361111,1.62,0,0.24,0.4,0,133
257,0,4,7,0.000002778,0,0,0,0.41,0,0
258,0,4,7,0.000280556,0,0,0,0.42,0,1
259,0,4,7,0.000558333,0,0,0,0.42,0,1
260,0,4,7,0.000836111,0,0,0,0.42,0,1
261,0,4,7,0.001113889,0,0,0,0.43,0,1
262,0,4,7,0.001388889,0,0,0,0.43,0,129
263,0,5,7,0.000008333,0,0,0.24,0.44,0,0
264,0,5,7,0.000219444,0,0,0.24,0.45,0,5
265,0,5,7,0.000694444,0,0,0.24,0.46,0,5
266,0,5,7,0.001591667,0,0,0.24,0.47,0,5
267,0,5,7,0.003597222,0,0,0.24,0.48,0,5
268,0,5,7,0.007697222,0,0,0.24,0.49,0,5
269,0,5,7,0.014183333,0,0,0.24,0.5,0,5
270,0,5,7,0.023302778,0.01,0,0.24,0.51,0,5
271,0,5,7,0.035219444,0.01,0,0.24,0.52,0,5
272,0,5,7,0.050408333,0.01,0,0.24,0.53,0,5
273,0,5,7,0.069441667,0.02,0,0.24,0.54,0,5
274,0,5,7,0.092111111,0.02,0,0.24,0.55,0,5
275,0,5,7,0.118469444,0.03,0,0.24,0.56,0,5
276,0,5,7,0.149272222,0.04,0,0.24,0.57,0,5
277,0,5,7,0.182605556,0.04,0,0.24,0.58,0,1
278,0,5,7,0.215938889,0.05,0,0.24,0.59,0,1
279,0,5,7,0.249272222,0.06,0,0.24,0.6,0,1
280,0,5,8,0.282605556,0.07,0,0.24,0.61,0,1
281,0,5,8,0.315938889,0.08,0,0.24,0.61,0,1
282,0,5,8,0.349272222,0.08,0,0.24,0.62,0,1
283,0,5,8,0.382605556,0.09,0,0.24,0.62,0,1
284,0,5,8,0.415938889,0.1,0,0.24,0.63,0,1
285,0,5,8,0.449272222,0.11,0,0.24,0.63,0,1
286,0,5,8,0.482605556,0.12,0,0.24,0.64,0,1
287,0,5,8,0.515938889,0.12,0,0.24,0.64,0,1
288,0,5,8,0.549272222,0.13,0,0.24,0.65,0,1
289,0,5,8,0.582605556,0.14,0,0.24,0.65,0,1
290,0,5,8,0.615938889,0.15,0,0.24,0.66,0,1
291,0,5,8,0.649272222,0.16,0,0.24,0.66,0,1
292,0,5,8,0.682605556,0.16,0,0.24,0.67,0,1
293,0,5,8,0.715938889,0.17,0,0.24,0.67,0,1
294,0,5,8,0.749272222,0.18,0,0.24,0.67,0,1
295,0,5,8,0.782605556,0.19,0,0.24,0.68,0,1
296,0,5,8,0.815938889,0.2,0,0.24,0.68,0,1
297,0,5,8,0.849272222,0.2,0,0.24,0.69,0,1
298,0,5,8,0.882605556,0.21,0,0.24,0.69,0,1
299,0,5,8,0.915938889,0.22,0,0.24,0.69,0,1
300,0,5,8,0.949272222,0.23,0,0.24,0.7,0,1
301,0,5,8,0.982605556,0.24,0,0.24,0.7,0,1
302,0,5,8,1.015938889,0.24,0,0.24,0.71,0,1
303,0,5,8,1.049272222,0.25,0,0.24,0.71,0,1
304,0,5,8,1.082605556,0.26,0,0.24,0.71,0,1
305,0,5,8,1.115938889,0.27,0,0.24,0.72,0,1
306,0,5,8,1.149272222,0.28,0,0.24,0.72,0,1
307,0,5,8,1.182605556,0.28,0,0.24,0.72,0,1
308,0,5,8,1.215938889,0.29,0,0.24,0.73,0,1
309,0,5,8,1.249272222,0.3,0,0.24,0.73,0,1
310,0,5,9,1.282605556,0.31,0,0.24,0.74,0,1
311,0,5,9,1.315938889,0.32,0,0.24,0.74,0,1
312,0,5,9,1.349272222,0.32,0,0.24,0.74,0,1
313,0,5,9,1.382605556,0.33,0,0.24,0.75,0,1
314,0,5,9,1.415938889,0.34,0,0.24,0.75,0,1
315,0,5,9,1.449272222,0.35,0,0.24,0.75,0,1
316,0,5,9,1.482605556,0.36,0,0.24,0.76,0,1
317,0,5,9,1.515938889,0.36,0,0.24,0.76,0,1
318,0,5,9,1.549272222,0.37,0,0.24,0.77,0,1
319,0,5,9,1.582605556,0.38,0,0.24,0.77,0,1
320,0,5,9,1.615938889,0.39,0,0.24,0.77,0,1
321,0,5,9,1.649272222,0.4,0,0.24,0.78,0,1
322,0,5,9,1.682605556,0.4,0,0.24,0.78,0,1
323,0,5,9,1.715938889,0.41,0,0.24,0.78,0,1
324,0,5,9,1.749272222,0.42,0,0.24,0.79,0,1
325,0,5,9,1.782605556,0.43,0,0.24,0.79,0,1
326,0,5,9,1.815938889,0.44,0,0.24,0.8,0,1
327,0,5,9,1.849272222,0.44,0,0.24,0.8,0,1
328,0,5,9,1.882605556,0.45,0,0.24,0.81,0,1
329,0,5,9,1.915938889,0.46,0,0.24,0.81,0,1
330,0,5,9,1.949272222,0.47,0,0.24,0.81,0,1
331,0,5,9,1.982605556,0.48,0,0.24,0.82,0,1
332,0,5,9,2.015938889,0.48,0,0.24,0.82,0,1
333,0,5,9,2.049272222,0.49,0,0.24,0.83,0,1
334,0,5,9,2.082605556,0.5,0,0.24,0.83,0,1
335,0,5,9,2.115938889,0.51,0,0.24,0.84,0,1
336,0,5,9,2.149272222,0.52,0,0.24,0.84,0,1
337,0,5,9,2.182605556,0.52,0,0.24,0.85,0,1
338,0,5,9,2.215938889,0.53,0,0.24,0.85,0,1
