Today''s Date,07/24/2020,Date of Test:,07/23/2020,Filename:,C:\Maccor\System\University at Buffalo # 1\Archive\GS_236_007A.059,Procedure,GS_236_007A.000,,SCap,1,C Rate
249,0,2,8,7.622244444,0.91,0.00,0.12,0.72,D,1,7/24/2020 2:03
250,0,2,8,7.655577778,0.92,0.00,0.12,0.72,D,1,7/24/2020 2:05
251,0,2,8,7.688911111,0.92,0.00,0.12,0.72,D,1,7/24/2020 2:07
252,0,2,8,7.722244444,0.93,0.00,0.12,0.71,D,1,7/24/2020 2:09
253,0,2,8,7.755577778,0.93,0.00,0.12,0.71,D,1,7/24/2020 2:11
254,0,2,8,7.788911111,0.93,0.00,0.12,0.71,D,1,7/24/2020 2:13
255,0,2,8,7.822244444,0.94,0.00,0.12,0.71,D,1,7/24/2020 2:15
256,0,2,8,7.855577778,0.94,0.00,0.12,0.71,D,1,7/24/2020 2:17
257,0,2,8,7.888911111,0.95,0.00,0.12,0.71,D,1,7/24/2020 2:19
258,0,2,8,7.922244444,0.95,0.00,0.12,0.70,D,1,7/24/2020 2:21
259,0,2,8,7.955577778,0.95,0.00,0.12,0.70,D,1,7/24/2020 2:23
260,0,2,8,7.988911111,0.96,0.00,0.12,0.70,D,1,7/24/2020 2:25
261,0,2,8,8.022244444,0.96,0.00,0.12,0.70,D,1,7/24/2020 2:27
262,0,2,8,8.055577778,0.97,0.00,0.12,0.69,D,1,7/24/2020 2:29
263,0,2,8,8.088911111,0.97,0.00,0.12,0.69,D,1,7/24/2020 2:31
264,0,2,8,8.122244444,0.97,0.00,0.12,0.68,D,1,7/24/2020 2:33
265,0,2,8,8.155577778,0.98,0.00,0.12,0.68,D,1,7/24/2020 2:35
266,0,2,8,8.188911111,0.98,0.00,0.12,0.68,D,1,7/24/2020 2:37
267,0,2,8,8.222244444,0.99,0.00,0.12,0.67,D,1,7/24/2020 2:39
268,0,2,8,8.255577778,0.99,0.00,0.12,0.67,D,1,7/24/2020 2:41
269,0,2,8,8.288911111,0.99,0.00,0.12,0.67,D,1,7/24/2020 2:43
270,0,2,8,8.322244444,1.00,0.00,0.12,0.66,D,1,7/24/2020 2:45
271,0,2,8,8.355577778,1.00,0.00,0.12,0.66,D,1,7/24/2020 2:47
272,0,2,8,8.388911111,1.01,0.00,0.12,0.66,D,1,7/24/2020 2:49
273,0,2,9,8.422244444,1.01,0.00,0.12,0.65,D,1,7/24/2020 2:51
274,0,2,9,8.455577778,1.01,0.00,0.12,0.65,D,1,7/24/2020 2:53
275,0,2,9,8.488911111,1.02,0.00,0.12,0.65,D,1,7/24/2020 2:55
276,0,2,9,8.522244444,1.02,0.00,0.12,0.64,D,1,7/24/2020 2:57
277,0,2,9,8.555577778,1.03,0.00,0.12,0.64,D,1,7/24/2020 2:59
278,0,2,9,8.588911111,1.03,0.00,0.12,0.64,D,1,7/24/2020 3:01
279,0,2,9,8.622244444,1.03,0.00,0.12,0.63,D,1,7/24/2020 3:03
280,0,2,9,8.655577778,1.04,0.00,0.12,0.63,D,1,7/24/2020 3:05
281,0,2,9,8.688911111,1.04,0.00,0.12,0.63,D,1,7/24/2020 3:07
282,0,2,9,8.722244444,1.05,0.00,0.12,0.63,D,1,7/24/2020 3:09
283,0,2,9,8.755577778,1.05,0.00,0.12,0.62,D,1,7/24/2020 3:11
284,0,2,9,8.788911111,1.05,0.00,0.12,0.62,D,1,7/24/2020 3:13
285,0,2,9,8.822244444,1.06,0.00,0.12,0.62,D,1,7/24/2020 3:15
286,0,2,9,8.855577778,1.06,0.00,0.12,0.62,D,1,7/24/2020 3:17
287,0,2,9,8.888911111,1.07,0.00,0.12,0.61,D,1,7/24/2020 3:19
288,0,2,9,8.922244444,1.07,0.00,0.12,0.61,D,1,7/24/2020 3:21
289,0,2,9,8.955577778,1.07,0.00,0.12,0.61,D,1,7/24/2020 3:23
290,0,2,9,8.988911111,1.08,0.00,0.12,0.61,D,1,7/24/2020 3:25
291,0,2,9,9.022244444,1.08,0.00,0.12,0.61,D,1,7/24/2020 3:27
292,0,2,9,9.055577778,1.09,0.00,0.12,0.60,D,1,7/24/2020 3:29
293,0,2,9,9.088911111,1.09,0.00,0.12,0.60,D,1,7/24/2020 3:31
294,0,2,9,9.122244444,1.09,0.00,0.12,0.60,D,1,7/24/2020 3:33
295,0,2,9,9.155577778,1.10,0.00,0.12,0.60,D,1,7/24/2020 3:35
296,0,2,9,9.188911111,1.10,0.00,0.12,0.59,D,1,7/24/2020 3:37
297,0,2,9,9.222244444,1.11,0.00,0.12,0.59,D,1,7/24/2020 3:39
298,0,2,9,9.255577778,1.11,0.00,0.12,0.59,D,1,7/24/2020 3:41
299,0,2,9,9.288911111,1.11,0.00,0.12,0.59,D,1,7/24/2020 3:43
300,0,2,9,9.322244444,1.12,0.00,0.12,0.59,D,1,7/24/2020 3:45
301,0,2,9,9.355577778,1.12,0.00,0.12,0.58,D,1,7/24/2020 3:47
302,0,2,9,9.388911111,1.13,0.00,0.12,0.58,D,1,7/24/2020 3:49
303,0,2,10,9.422244444,1.13,0.00,0.12,0.58,D,1,7/24/2020 3:51
304,0,2,10,9.455577778,1.13,0.00,0.12,0.58,D,1,7/24/2020 3:53
305,0,2,10,9.488911111,1.14,0.00,0.12,0.58,D,1,7/24/2020 3:55
306,0,2,10,9.522244444,1.14,0.00,0.12,0.57,D,1,7/24/2020 3:57
307,0,2,10,9.555577778,1.15,0.00,0.12,0.57,D,1,7/24/2020 3:59
308,0,2,10,9.588911111,1.15,0.00,0.12,0.57,D,1,7/24/2020 4:01
309,0,2,10,9.622244444,1.15,0.00,0.12,0.57,D,1,7/24/2020 4:03
310,0,2,10,9.655577778,1.16,0.00,0.12,0.57,D,1,7/24/2020 4:05
311,0,2,10,9.688911111,1.16,0.00,0.12,0.56,D,1,7/24/2020 4:07
312,0,2,10,9.722244444,1.17,0.00,0.12,0.56,D,1,7/24/2020 4:09
313,0,2,10,9.755577778,1.17,0.00,0.12,0.56,D,1,7/24/2020 4:11
314,0,2,10,9.788911111,1.17,0.00,0.12,0.56,D,1,7/24/2020 4:13
315,0,2,10,9.822244444,1.18,0.00,0.12,0.56,D,1,7/24/2020 4:15
316,0,2,10,9.855577778,1.18,0.00,0.12,0.56,D,1,7/24/2020 4:17
317,0,2,10,9.888911111,1.19,0.00,0.12,0.56,D,1,7/24/2020 4:19
318,0,2,10,9.922244444,1.19,0.00,0.12,0.55,D,1,7/24/2020 4:21
319,0,2,10,9.955577778,1.19,0.00,0.12,0.55,D,1,7/24/2020 4:23
320,0,2,10,9.988911111,1.20,0.00,0.12,0.55,D,1,7/24/2020 4:25
321,0,2,10,10.022244444,1.20,0.00,0.12,0.55,D,1,7/24/2020 4:27
322,0,2,10,10.055577778,1.21,0.00,0.12,0.55,D,1,7/24/2020 4:29
323,0,2,10,10.088911111,1.21,0.00,0.12,0.55,D,1,7/24/2020 4:31
324,0,2,10,10.122244444,1.21,0.00,0.12,0.55,D,1,7/24/2020 4:33
325,0,2,10,10.155577778,1.22,0.00,0.12,0.55,D,1,7/24/2020 4:35
326,0,2,10,10.188911111,1.22,0.00,0.12,0.54,D,1,7/24/2020 4:37
327,0,2,10,10.222244444,1.23,0.00,0.12,0.54,D,1,7/24/2020 4:39
328,0,2,10,10.255577778,1.23,0.00,0.12,0.54,D,1,7/24/2020 4:41
329,0,2,10,10.288911111,1.23,0.00,0.12,0.54,D,1,7/24/2020 4:43
330,0,2,10,10.322244444,1.24,0.00,0.12,0.54,D,1,7/24/2020 4:45
331,0,2,10,10.355577778,1.24,0.00,0.12,0.54,D,1,7/24/2020 4:47
332,0,2,10,10.388911111,1.25,0.00,0.12,0.54,D,1,7/24/2020 4:49
333,0,2,11,10.422244444,1.25,0.00,0.12,0.54,D,1,7/24/2020 4:51
334,0,2,11,10.455577778,1.25,0.00,0.12,0.54,D,1,7/24/2020 4:53
335,0,2,11,10.488911111,1.26,0.00,0.12,0.53,D,1,7/24/2020 4:55
336,0,2,11,10.522244444,1.26,0.00,0.12,0.53,D,1,7/24/2020 4:57
337,0,2,11,10.555577778,1.27,0.00,0.12,0.53,D,1,7/24/2020 4:59
338,0,2,11,10.588911111,1.27,0.00,0.12,0.53,D,1,7/24/2020 5:01
339,0,2,11,10.622244444,1.27,0.00,0.12,0.53,D,1,7/24/2020 5:03
340,0,2,11,10.655577778,1.28,0.00,0.12,0.53,D,1,7/24/2020 5:05
341,0,2,11,10.688911111,1.28,0.00,0.12,0.53,D,1,7/24/2020 5:07
342,0,2,11,10.722244444,1.29,0.00,0.12,0.53,D,1,7/24/2020 5:09
343,0,2,11,10.755577778,1.29,0.00,0.12,0.53,D,1,7/24/2020 5:11
344,0,2,11,10.788911111,1.29,0.00,0.12,0.53,D,1,7/24/2020 5:13
345,0,2,11,10.822244444,1.30,0.00,0.12,0.52,D,1,7/24/2020 5:15
346,0,2,11,10.855577778,1.30,0.00,0.12,0.52,D,1,7/24/2020 5:17
347,0,2,11,10.888911111,1.31,0.00,0.12,0.52,D,1,7/24/2020 5:19
348,0,2,11,10.922244444,1.31,0.00,0.12,0.52,D,1,7/24/2020 5:21
349,0,2,11,10.955577778,1.31,0.00,0.12,0.52,D,1,7/24/2020 5:23
350,0,2,11,10.988911111,1.32,0.00,0.12,0.52,D,1,7/24/2020 5:25
351,0,2,11,11.022244444,1.32,0.00,0.12,0.52,D,1,7/24/2020 5:27
352,0,2,11,11.055577778,1.33,0.00,0.12,0.52,D,1,7/24/2020 5:29
353,0,2,11,11.088911111,1.33,0.00,0.12,0.52,D,1,7/24/2020 5:31
354,0,2,11,11.122244444,1.33,0.00,0.12,0.52,D,1,7/24/2020 5:33
355,0,2,11,11.155577778,1.34,0.00,0.12,0.52,D,1,7/24/2020 5:35
356,0,2,11,11.188911111,1.34,0.00,0.12,0.51,D,1,7/24/2020 5:37
357,0,2,11,11.222244444,1.35,0.00,0.12,0.51,D,1,7/24/2020 5:39
358,0,2,11,11.255577778,1.35,0.00,0.12,0.51,D,1,7/24/2020 5:41
359,0,2,11,11.288911111,1.35,0.00,0.12,0.51,D,1,7/24/2020 5:43
360,0,2,11,11.322244444,1.36,0.00,0.12,0.51,D,1,7/24/2020 5:45
361,0,2,11,11.355577778,1.36,0.00,0.12,0.51,D,1,7/24/2020 5:47
362,0,2,11,11.388911111,1.37,0.00,0.12,0.51,D,1,7/24/2020 5:49
363,0,2,12,11.422244444,1.37,0.00,0.12,0.51,D,1,7/24/2020 5:51
364,0,2,12,11.455577778,1.37,0.00,0.12,0.51,D,1,7/24/2020 5:53
365,0,2,12,11.488911111,1.38,0.00,0.12,0.51,D,1,7/24/2020 5:55
366,0,2,12,11.522244444,1.38,0.00,0.12,0.51,D,1,7/24/2020 5:57
367,0,2,12,11.555577778,1.39,0.00,0.12,0.50,D,1,7/24/2020 5:59
368,0,2,12,11.588911111,1.39,0.00,0.12,0.50,D,1,7/24/2020 6:01
369,0,2,12,11.622244444,1.39,0.00,0.12,0.50,D,1,7/24/2020 6:03
370,0,2,12,11.655577778,1.40,0.00,0.12,0.50,D,1,7/24/2020 6:05
371,0,2,12,11.688911111,1.40,0.00,0.12,0.50,D,1,7/24/2020 6:07
372,0,2,12,11.722244444,1.41,0.00,0.12,0.50,D,1,7/24/2020 6:09
373,0,2,12,11.755577778,1.41,0.00,0.12,0.50,D,1,7/24/2020 6:11
374,0,2,12,11.788911111,1.41,0.00,0.12,0.50,D,1,7/24/2020 6:13
375,0,2,12,11.822244444,1.42,0.00,0.12,0.50,D,1,7/24/2020 6:15
376,0,2,12,11.855577778,1.42,0.00,0.12,0.50,D,1,7/24/2020 6:17
377,0,2,12,11.888911111,1.43,0.00,0.12,0.50,D,1,7/24/2020 6:19
378,0,2,12,11.922244444,1.43,0.00,0.12,0.49,D,1,7/24/2020 6:21
379,0,2,12,11.955577778,1.43,0.00,0.12,0.49,D,1,7/24/2020 6:23
380,0,2,12,11.988911111,1.44,0.00,0.12,0.49,D,1,7/24/2020 6:25
381,0,2,12,12.022244444,1.44,0.00,0.12,0.49,D,1,7/24/2020 6:27
382,0,2,12,12.055577778,1.45,0.00,0.12,0.49,D,1,7/24/2020 6:29
383,0,2,12,12.088911111,1.45,0.00,0.12,0.49,D,1,7/24/2020 6:31
384,0,2,12,12.122244444,1.45,0.00,0.12,0.49,D,1,7/24/2020 6:33
385,0,2,12,12.155577778,1.46,0.00,0.12,0.49,D,1,7/24/2020 6:35
386,0,2,12,12.188911111,1.46,0.00,0.12,0.49,D,1,7/24/2020 6:37
387,0,2,12,12.222244444,1.47,0.00,0.12,0.49,D,1,7/24/2020 6:39
388,0,2,12,12.255577778,1.47,0.00,0.12,0.49,D,1,7/24/2020 6:41
389,0,2,12,12.288911111,1.47,0.00,0.12,0.48,D,1,7/24/2020 6:43
390,0,2,12,12.322244444,1.48,0.00,0.12,0.48,D,1,7/24/2020 6:45
391,0,2,12,12.355577778,1.48,0.00,0.12,0.48,D,1,7/24/2020 6:47
392,0,2,12,12.388911111,1.49,0.00,0.12,0.48,D,1,7/24/2020 6:49
393,0,2,13,12.422244444,1.49,0.00,0.12,0.48,D,1,7/24/2020 6:51
394,0,2,13,12.455577778,1.49,0.00,0.12,0.48,D,1,7/24/2020 6:53
395,0,2,13,12.488911111,1.50,0.00,0.12,0.48,D,1,7/24/2020 6:55
396,0,2,13,12.522244444,1.50,0.00,0.12,0.48,D,1,7/24/2020 6:57
397,0,2,13,12.555577778,1.51,0.00,0.12,0.48,D,1,7/24/2020 6:59
398,0,2,13,12.588911111,1.51,0.00,0.12,0.48,D,1,7/24/2020 7:01
399,0,2,13,12.622244444,1.51,0.00,0.12,0.47,D,1,7/24/2020 7:03
400,0,2,13,12.655577778,1.52,0.00,0.12,0.47,D,1,7/24/2020 7:05
401,0,2,13,12.688911111,1.52,0.00,0.12,0.47,D,1,7/24/2020 7:07
402,0,2,13,12.722244444,1.53,0.00,0.12,0.47,D,1,7/24/2020 7:09
403,0,2,13,12.755577778,1.53,0.00,0.12,0.47,D,1,7/24/2020 7:11
404,0,2,13,12.788911111,1.53,0.00,0.12,0.47,D,1,7/24/2020 7:13
405,0,2,13,12.822244444,1.54,0.00,0.12,0.47,D,1,7/24/2020 7:15
406,0,2,13,12.855577778,1.54,0.00,0.12,0.47,D,1,7/24/2020 7:17
407,0,2,13,12.888911111,1.55,0.00,0.12,0.47,D,1,7/24/2020 7:19
408,0,2,13,12.922244444,1.55,0.00,0.12,0.47,D,1,7/24/2020 7:21
409,0,2,13,12.955577778,1.55,0.00,0.12,0.46,D,1,7/24/2020 7:23
410,0,2,13,12.988911111,1.56,0.00,0.12,0.46,D,1,7/24/2020 7:25
411,0,2,13,13.022244444,1.56,0.00,0.12,0.46,D,1,7/24/2020 7:27
412,0,2,13,13.055577778,1.57,0.00,0.12,0.46,D,1,7/24/2020 7:29
413,0,2,13,13.088911111,1.57,0.00,0.12,0.46,D,1,7/24/2020 7:31
414,0,2,13,13.122244444,1.57,0.00,0.12,0.46,D,1,7/24/2020 7:33
415,0,2,13,13.155577778,1.58,0.00,0.12,0.46,D,1,7/24/2020 7:35
416,0,2,13,13.188911111,1.58,0.00,0.12,0.46,D,1,7/24/2020 7:37
417,0,2,13,13.222244444,1.59,0.00,0.12,0.46,D,1,7/24/2020 7:39
418,0,2,13,13.255577778,1.59,0.00,0.12,0.45,D,1,7/24/2020 7:41
419,0,2,13,13.288911111,1.59,0.00,0.12,0.45,D,1,7/24/2020 7:43
420,0,2,13,13.322244444,1.60,0.00,0.12,0.45,D,1,7/24/2020 7:45
421,0,2,13,13.355577778,1.60,0.00,0.12,0.45,D,1,7/24/2020 7:47
422,0,2,13,13.388911111,1.61,0.00,0.12,0.45,D,1,7/24/2020 7:49
423,0,2,14,13.422244444,1.61,0.00,0.12,0.45,D,1,7/24/2020 7:51
424,0,2,14,13.455577778,1.61,0.00,0.12,0.45,D,1,7/24/2020 7:53
425,0,2,14,13.488911111,1.62,0.00,0.12,0.45,D,1,7/24/2020 7:55
426,0,2,14,13.522244444,1.62,0.00,0.12,0.45,D,1,7/24/2020 7:57
427,0,2,14,13.555577778,1.63,0.00,0.12,0.44,D,1,7/24/2020 7:59
428,0,2,14,13.588911111,1.63,0.00,0.12,0.44,D,1,7/24/2020 8:01
429,0,2,14,13.622244444,1.63,0.00,0.12,0.44,D,1,7/24/2020 8:03
430,0,2,14,13.655577778,1.64,0.00,0.12,0.44,D,1,7/24/2020 8:05
431,0,2,14,13.688911111,1.64,0.00,0.12,0.44,D,1,7/24/2020 8:07
432,0,2,14,13.722244444,1.65,0.00,0.12,0.44,D,1,7/24/2020 8:09
433,0,2,14,13.755577778,1.65,0.00,0.12,0.44,D,1,7/24/2020 8:11
434,0,2,14,13.788911111,1.65,0.00,0.12,0.44,D,1,7/24/2020 8:13
435,0,2,14,13.822244444,1.66,0.00,0.12,0.43,D,1,7/24/2020 8:15
436,0,2,14,13.855577778,1.66,0.00,0.12,0.43,D,1,7/24/2020 8:17
437,0,2,14,13.888911111,1.67,0.00,0.12,0.43,D,1,7/24/2020 8:19
438,0,2,14,13.922244444,1.67,0.00,0.12,0.43,D,1,7/24/2020 8:21
439,0,2,14,13.955577778,1.67,0.00,0.12,0.43,D,1,7/24/2020 8:23
440,0,2,14,13.988911111,1.68,0.00,0.12,0.43,D,1,7/24/2020 8:25
441,0,2,14,14.022244444,1.68,0.00,0.12,0.43,D,1,7/24/2020 8:27
442,0,2,14,14.055577778,1.69,0.00,0.12,0.42,D,1,7/24/2020 8:29
443,0,2,14,14.088911111,1.69,0.00,0.12,0.42,D,1,7/24/2020 8:31
444,0,2,14,14.122244444,1.69,0.00,0.12,0.42,D,1,7/24/2020 8:33
445,0,2,14,14.155577778,1.70,0.00,0.12,0.42,D,1,7/24/2020 8:35
446,0,2,14,14.188911111,1.70,0.00,0.12,0.42,D,1,7/24/2020 8:37
447,0,2,14,14.222244444,1.71,0.00,0.12,0.42,D,1,7/24/2020 8:39
448,0,2,14,14.255577778,1.71,0.00,0.12,0.42,D,1,7/24/2020 8:41
449,0,2,14,14.288911111,1.71,0.00,0.12,0.41,D,1,7/24/2020 8:43
450,0,2,14,14.322244444,1.72,0.00,0.12,0.41,D,1,7/24/2020 8:45
451,0,2,14,14.355577778,1.72,0.00,0.12,0.41,D,1,7/24/2020 8:47
452,0,2,14,14.388911111,1.73,0.00,0.12,0.41,D,1,7/24/2020 8:49
453,0,2,15,14.422244444,1.73,0.00,0.12,0.41,D,1,7/24/2020 8:51
454,0,2,15,14.455577778,1.73,0.00,0.12,0.41,D,1,7/24/2020 8:53
455,0,2,15,14.488911111,1.74,0.00,0.12,0.41,D,1,7/24/2020 8:55
456,0,2,15,14.522244444,1.74,0.00,0.12,0.40,D,1,7/24/2020 8:57
457,0,2,15,14.555577778,1.75,0.00,0.12,0.40,D,1,7/24/2020 8:59
458,0,2,15,14.588911111,1.75,0.00,0.12,0.40,D,1,7/24/2020 9:01
459,0,2,15,14.607380556,1.75,0.00,0.12,0.40,D,133,7/24/2020 9:02
460,0,3,15,0.000002778,0.00,0.00,0.00,0.40,R,0,7/24/2020 9:02
461,0,3,15,0.166669444,0.00,0.00,0.00,0.47,R,1,7/24/2020 9:12
462,0,3,15,0.333336111,0.00,0.00,0.00,0.48,R,1,7/24/2020 9:22
463,0,3,15,0.500002778,0.00,0.00,0.00,0.48,R,1,7/24/2020 9:32
464,0,3,15,0.666669444,0.00,0.00,0.00,0.49,R,1,7/24/2020 9:42
465,0,3,16,0.833336111,0.00,0.00,0.00,0.49,R,1,7/24/2020 9:52
466,0,3,16,1.000002778,0.00,0.00,0.00,0.50,R,1,7/24/2020 10:02
467,0,3,16,1.166669444,0.00,0.00,0.00,0.50,R,1,7/24/2020 10:12
468,0,3,16,1.333336111,0.00,0.00,0.00,0.50,R,1,7/24/2020 10:22
469,0,3,16,1.500002778,0.00,0.00,0.00,0.51,R,1,7/24/2020 10:32
470,0,3,16,1.666669444,0.00,0.00,0.00,0.51,R,1,7/24/2020 10:42
471,0,3,17,1.833336111,0.00,0.00,0.00,0.51,R,1,7/24/2020 10:52
472,0,3,17,2.000002778,0.00,0.00,0.00,0.51,R,1,7/24/2020 11:02
473,0,3,17,2.166669444,0.00,0.00,0.00,0.52,R,1,7/24/2020 11:12
474,0,3,17,2.333336111,0.00,0.00,0.00,0.52,R,1,7/24/2020 11:22
475,0,3,17,2.500002778,0.00,0.00,0.00,0.52,R,1,7/24/2020 11:32
476,0,3,17,2.666669444,0.00,0.00,0.00,0.52,R,1,7/24/2020 11:42
477,0,3,18,2.833336111,0.00,0.00,0.00,0.52,R,1,7/24/2020 11:52
478,0,3,18,3.000002778,0.00,0.00,0.00,0.52,R,1,7/24/2020 12:02
479,0,3,18,3.166669444,0.00,0.00,0.00,0.53,R,1,7/24/2020 12:12
480,0,3,18,3.333336111,0.00,0.00,0.00,0.53,R,1,7/24/2020 12:22
481,0,3,18,3.500002778,0.00,0.00,0.00,0.53,R,1,7/24/2020 12:32
482,0,3,18,3.666669444,0.00,0.00,0.00,0.53,R,1,7/24/2020 12:42
483,0,3,19,3.833336111,0.00,0.00,0.00,0.53,R,1,7/24/2020 12:52
484,0,3,19,4.000002778,0.00,0.00,0.00,0.53,R,1,7/24/2020 13:02
485,0,3,19,4.166669444,0.00,0.00,0.00,0.53,R,1,7/24/2020 13:12
486,0,3,19,4.333336111,0.00,0.00,0.00,0.54,R,1,7/24/2020 13:22
487,0,3,19,4.500002778,0.00,0.00,0.00,0.54,R,1,7/24/2020 13:32
488,0,3,19,4.666669444,0.00,0.00,0.00,0.54,R,1,7/24/2020 13:42
489,0,3,20,4.833336111,0.00,0.00,0.00,0.54,R,1,7/24/2020 13:52
490,0,3,20,5.000002778,0.00,0.00,0.00,0.54,R,1,7/24/2020 14:02
491,0,3,20,5.166669444,0.00,0.00,0.00,0.54,R,1,7/24/2020 14:12
492,0,3,20,5.333336111,0.00,0.00,0.00,0.54,R,1,7/24/2020 14:22
493,0,3,20,5.500002778,0.00,0.00,0.00,0.54,R,1,7/24/2020 14:32
494,0,3,20,5.666669444,0.00,0.00,0.00,0.54,R,1,7/24/2020 14:42
495,0,3,20,5.682138889,0.00,0.00,0.00,0.54,S,192,7/24/2020 14:43
